dataset,system,mean_ms,median_ms,p90_ms,p95_ms,p99_ms,std_ms,min_ms,max_ms,n
squad,BM25,1.4187631428441299,1.3681499985978007,2.0459699968341742,2.251379999506753,2.770807987253646,0.48501623235967173,0.43769998592324555,4.183400014881045,700
squad,NaiveRAG,8.218347999874302,8.030100012547337,9.634430016740225,10.147684992989525,10.882765007554553,1.0275985904142277,6.481399992480874,17.421800002921373,700
squad,RAG+Rerank,247.92114628586984,222.63159998692572,353.3898099907674,386.6765300001134,440.9525430155918,301.80737778202257,123.1100000150036,7992.712100007338,700
squad,AutoRAG,138.36500357129677,134.48464999964926,159.52666998200584,183.20448998856588,212.28667698742356,20.149677137596594,103.8367000001017,239.94800000218675,700
enterprise,BM25,0.39254458913136825,0.3265000123064965,0.6522800133097919,0.9703599906060849,1.2696599878836416,0.23745071886184546,0.14780001947656274,1.600399991730228,305
enterprise,NaiveRAG,14.58270098512122,11.817899998277426,21.99846000294201,23.424279998289425,26.18837199057452,4.835333708565911,9.17870001285337,28.028500004438683,305
enterprise,RAG+Rerank,94.45798655687526,65.02390000969172,102.33542000059971,106.62979998742232,117.11684000678356,384.04201608000017,49.89709999063052,6783.022199990228,305
enterprise,AutoRAG,71.2418629505412,64.95940001332201,99.91017999127507,105.87494000210427,112.40741599118334,16.360103589227556,51.975299982586876,135.66840000567026,305
