tau_s,tau_m,answerable_retention,unanswerable_refusal,balanced_abstention_accuracy
-0.5,2.5,0.9636363636363636,0.9666666666666667,0.9651515151515151
-0.5,3.0,0.9636363636363636,0.9666666666666667,0.9651515151515151
-0.5,3.5,0.96,0.9666666666666667,0.9633333333333334
-0.5,4.0,0.9527272727272728,0.9666666666666667,0.9596969696969697
-0.5,4.5,0.9490909090909091,0.9666666666666667,0.9578787878787879
-0.5,5.0,0.9418181818181818,0.9666666666666667,0.9542424242424242
0.0,-5.0,0.96,0.9666666666666667,0.9633333333333334
0.0,-4.5,0.96,0.9666666666666667,0.9633333333333334
0.0,-4.0,0.96,0.9666666666666667,0.9633333333333334
0.0,-3.5,0.96,0.9666666666666667,0.9633333333333334
0.0,-3.0,0.96,0.9666666666666667,0.9633333333333334
0.0,-2.5,0.96,0.9666666666666667,0.9633333333333334
0.0,-2.0,0.96,0.9666666666666667,0.9633333333333334
0.0,-1.5,0.96,0.9666666666666667,0.9633333333333334
0.0,-1.0,0.96,0.9666666666666667,0.9633333333333334
0.0,-0.5,0.96,0.9666666666666667,0.9633333333333334
0.0,0.0,0.96,0.9666666666666667,0.9633333333333334
0.0,0.5,0.96,0.9666666666666667,0.9633333333333334
0.0,1.0,0.96,0.9666666666666667,0.9633333333333334
0.0,1.5,0.96,0.9666666666666667,0.9633333333333334
0.0,2.0,0.96,0.9666666666666667,0.9633333333333334
0.0,2.5,0.96,0.9666666666666667,0.9633333333333334
0.0,3.0,0.96,0.9666666666666667,0.9633333333333334
0.0,3.5,0.9563636363636364,0.9666666666666667,0.9615151515151515
0.0,4.0,0.9490909090909091,0.9666666666666667,0.9578787878787879
0.0,4.5,0.9454545454545454,0.9666666666666667,0.956060606060606
0.0,5.0,0.9381818181818182,0.9666666666666667,0.9524242424242424
0.5,-5.0,0.9527272727272728,0.9666666666666667,0.9596969696969697
0.5,-4.5,0.9527272727272728,0.9666666666666667,0.9596969696969697
0.5,-4.0,0.9527272727272728,0.9666666666666667,0.9596969696969697
0.5,-3.5,0.9527272727272728,0.9666666666666667,0.9596969696969697
0.5,-3.0,0.9527272727272728,0.9666666666666667,0.9596969696969697
0.5,-2.5,0.9527272727272728,0.9666666666666667,0.9596969696969697
0.5,-2.0,0.9527272727272728,0.9666666666666667,0.9596969696969697
0.5,-1.5,0.9527272727272728,0.9666666666666667,0.9596969696969697
0.5,-1.0,0.9527272727272728,0.9666666666666667,0.9596969696969697
0.5,-0.5,0.9527272727272728,0.9666666666666667,0.9596969696969697
0.5,0.0,0.9527272727272728,0.9666666666666667,0.9596969696969697
0.5,0.5,0.9527272727272728,0.9666666666666667,0.9596969696969697
0.5,1.0,0.9527272727272728,0.9666666666666667,0.9596969696969697
0.5,1.5,0.9527272727272728,0.9666666666666667,0.9596969696969697
0.5,2.0,0.9527272727272728,0.9666666666666667,0.9596969696969697
0.5,2.5,0.9527272727272728,0.9666666666666667,0.9596969696969697
0.5,3.0,0.9527272727272728,0.9666666666666667,0.9596969696969697
0.5,3.5,0.9490909090909091,0.9666666666666667,0.9578787878787879
0.5,4.0,0.9418181818181818,0.9666666666666667,0.9542424242424242
0.5,4.5,0.9381818181818182,0.9666666666666667,0.9524242424242424
0.5,5.0,0.9345454545454546,0.9666666666666667,0.9506060606060607
1.0,-5.0,0.9490909090909091,1.0,0.9745454545454546
1.0,-4.5,0.9490909090909091,1.0,0.9745454545454546
1.0,-4.0,0.9490909090909091,1.0,0.9745454545454546
1.0,-3.5,0.9490909090909091,1.0,0.9745454545454546
1.0,-3.0,0.9490909090909091,1.0,0.9745454545454546
1.0,-2.5,0.9490909090909091,1.0,0.9745454545454546
1.0,-2.0,0.9490909090909091,1.0,0.9745454545454546
1.0,-1.5,0.9490909090909091,1.0,0.9745454545454546
1.0,-1.0,0.9490909090909091,1.0,0.9745454545454546
1.0,-0.5,0.9490909090909091,1.0,0.9745454545454546
1.0,0.0,0.9490909090909091,1.0,0.9745454545454546
1.0,0.5,0.9490909090909091,1.0,0.9745454545454546
1.0,1.0,0.9490909090909091,1.0,0.9745454545454546
1.0,1.5,0.9490909090909091,1.0,0.9745454545454546
1.0,2.0,0.9490909090909091,1.0,0.9745454545454546
1.0,2.5,0.9490909090909091,1.0,0.9745454545454546
1.0,3.0,0.9490909090909091,1.0,0.9745454545454546
1.0,3.5,0.9454545454545454,1.0,0.9727272727272727
1.0,4.0,0.9381818181818182,1.0,0.9690909090909091
1.0,4.5,0.9345454545454546,1.0,0.9672727272727273
1.0,5.0,0.9309090909090909,1.0,0.9654545454545455
1.5,-5.0,0.9309090909090909,1.0,0.9654545454545455
1.5,-4.5,0.9309090909090909,1.0,0.9654545454545455
1.5,-4.0,0.9309090909090909,1.0,0.9654545454545455
1.5,-3.5,0.9309090909090909,1.0,0.9654545454545455
1.5,-3.0,0.9309090909090909,1.0,0.9654545454545455
1.5,-2.5,0.9309090909090909,1.0,0.9654545454545455
1.5,-2.0,0.9309090909090909,1.0,0.9654545454545455
1.5,-1.5,0.9309090909090909,1.0,0.9654545454545455
1.5,-1.0,0.9309090909090909,1.0,0.9654545454545455
1.5,-0.5,0.9309090909090909,1.0,0.9654545454545455
1.5,0.0,0.9309090909090909,1.0,0.9654545454545455
1.5,0.5,0.9309090909090909,1.0,0.9654545454545455
1.5,1.0,0.9309090909090909,1.0,0.9654545454545455
1.5,1.5,0.9309090909090909,1.0,0.9654545454545455
1.5,2.0,0.9309090909090909,1.0,0.9654545454545455
1.5,2.5,0.9309090909090909,1.0,0.9654545454545455
1.5,3.0,0.9309090909090909,1.0,0.9654545454545455
1.5,3.5,0.9272727272727272,1.0,0.9636363636363636
1.5,4.0,0.92,1.0,0.96
1.5,4.5,0.9163636363636364,1.0,0.9581818181818182
1.5,5.0,0.9127272727272727,1.0,0.9563636363636363
2.0,-5.0,0.9090909090909091,1.0,0.9545454545454546
2.0,-4.5,0.9090909090909091,1.0,0.9545454545454546
2.0,-4.0,0.9090909090909091,1.0,0.9545454545454546
2.0,-3.5,0.9090909090909091,1.0,0.9545454545454546
2.0,-3.0,0.9090909090909091,1.0,0.9545454545454546
2.0,-2.5,0.9090909090909091,1.0,0.9545454545454546
2.0,-2.0,0.9090909090909091,1.0,0.9545454545454546
2.0,-1.5,0.9090909090909091,1.0,0.9545454545454546
2.0,-1.0,0.9090909090909091,1.0,0.9545454545454546
2.0,-0.5,0.9090909090909091,1.0,0.9545454545454546
2.0,0.0,0.9090909090909091,1.0,0.9545454545454546
2.0,0.5,0.9090909090909091,1.0,0.9545454545454546
2.0,1.0,0.9090909090909091,1.0,0.9545454545454546
2.0,1.5,0.9090909090909091,1.0,0.9545454545454546
2.0,2.0,0.9090909090909091,1.0,0.9545454545454546
2.0,2.5,0.9090909090909091,1.0,0.9545454545454546
2.0,3.0,0.9090909090909091,1.0,0.9545454545454546
2.0,3.5,0.9054545454545454,1.0,0.9527272727272726
2.0,4.0,0.8981818181818182,1.0,0.9490909090909091
2.0,4.5,0.8945454545454545,1.0,0.9472727272727273
2.0,5.0,0.8909090909090909,1.0,0.9454545454545454
2.5,-5.0,0.8909090909090909,1.0,0.9454545454545454
2.5,-4.5,0.8909090909090909,1.0,0.9454545454545454
2.5,-4.0,0.8909090909090909,1.0,0.9454545454545454
2.5,-3.5,0.8909090909090909,1.0,0.9454545454545454
2.5,-3.0,0.8909090909090909,1.0,0.9454545454545454
2.5,-2.5,0.8909090909090909,1.0,0.9454545454545454
2.5,-2.0,0.8909090909090909,1.0,0.9454545454545454
2.5,-1.5,0.8909090909090909,1.0,0.9454545454545454
2.5,-1.0,0.8909090909090909,1.0,0.9454545454545454
2.5,-0.5,0.8909090909090909,1.0,0.9454545454545454
2.5,0.0,0.8909090909090909,1.0,0.9454545454545454
2.5,0.5,0.8909090909090909,1.0,0.9454545454545454
2.5,1.0,0.8909090909090909,1.0,0.9454545454545454
2.5,1.5,0.8909090909090909,1.0,0.9454545454545454
2.5,2.0,0.8909090909090909,1.0,0.9454545454545454
2.5,2.5,0.8909090909090909,1.0,0.9454545454545454
2.5,3.0,0.8909090909090909,1.0,0.9454545454545454
2.5,3.5,0.8872727272727273,1.0,0.9436363636363636
2.5,4.0,0.88,1.0,0.94
2.5,4.5,0.8763636363636363,1.0,0.9381818181818182
2.5,5.0,0.8727272727272727,1.0,0.9363636363636363
3.0,-5.0,0.8836363636363637,1.0,0.9418181818181819
3.0,-4.5,0.8836363636363637,1.0,0.9418181818181819
3.0,-4.0,0.8836363636363637,1.0,0.9418181818181819
3.0,-3.5,0.8836363636363637,1.0,0.9418181818181819
3.0,-3.0,0.8836363636363637,1.0,0.9418181818181819
3.0,-2.5,0.8836363636363637,1.0,0.9418181818181819
3.0,-2.0,0.8836363636363637,1.0,0.9418181818181819
3.0,-1.5,0.8836363636363637,1.0,0.9418181818181819
3.0,-1.0,0.8836363636363637,1.0,0.9418181818181819
3.0,-0.5,0.8836363636363637,1.0,0.9418181818181819
3.0,0.0,0.8836363636363637,1.0,0.9418181818181819
3.0,0.5,0.8836363636363637,1.0,0.9418181818181819
3.0,1.0,0.8836363636363637,1.0,0.9418181818181819
3.0,1.5,0.8836363636363637,1.0,0.9418181818181819
3.0,2.0,0.8836363636363637,1.0,0.9418181818181819
3.0,2.5,0.8836363636363637,1.0,0.9418181818181819
3.0,3.0,0.8836363636363637,1.0,0.9418181818181819
3.0,3.5,0.88,1.0,0.94
3.0,4.0,0.8727272727272727,1.0,0.9363636363636363
3.0,4.5,0.8690909090909091,1.0,0.9345454545454546
3.0,5.0,0.8654545454545455,1.0,0.9327272727272727
3.5,-5.0,0.8654545454545455,1.0,0.9327272727272727
3.5,-4.5,0.8654545454545455,1.0,0.9327272727272727
3.5,-4.0,0.8654545454545455,1.0,0.9327272727272727
3.5,-3.5,0.8654545454545455,1.0,0.9327272727272727
3.5,-3.0,0.8654545454545455,1.0,0.9327272727272727
3.5,-2.5,0.8654545454545455,1.0,0.9327272727272727
3.5,-2.0,0.8654545454545455,1.0,0.9327272727272727
3.5,-1.5,0.8654545454545455,1.0,0.9327272727272727
3.5,-1.0,0.8654545454545455,1.0,0.9327272727272727
3.5,-0.5,0.8654545454545455,1.0,0.9327272727272727
3.5,0.0,0.8654545454545455,1.0,0.9327272727272727
3.5,0.5,0.8654545454545455,1.0,0.9327272727272727
3.5,1.0,0.8654545454545455,1.0,0.9327272727272727
3.5,1.5,0.8654545454545455,1.0,0.9327272727272727
3.5,2.0,0.8654545454545455,1.0,0.9327272727272727
3.5,2.5,0.8654545454545455,1.0,0.9327272727272727
3.5,3.0,0.8654545454545455,1.0,0.9327272727272727
3.5,3.5,0.8618181818181818,1.0,0.9309090909090909
3.5,4.0,0.8545454545454545,1.0,0.9272727272727272
3.5,4.5,0.850909090909091,1.0,0.9254545454545455
3.5,5.0,0.8472727272727273,1.0,0.9236363636363636
4.0,-5.0,0.8472727272727273,1.0,0.9236363636363636
4.0,-4.5,0.8472727272727273,1.0,0.9236363636363636
4.0,-4.0,0.8472727272727273,1.0,0.9236363636363636
4.0,-3.5,0.8472727272727273,1.0,0.9236363636363636
4.0,-3.0,0.8472727272727273,1.0,0.9236363636363636
4.0,-2.5,0.8472727272727273,1.0,0.9236363636363636
4.0,-2.0,0.8472727272727273,1.0,0.9236363636363636
4.0,-1.5,0.8472727272727273,1.0,0.9236363636363636
4.0,-1.0,0.8472727272727273,1.0,0.9236363636363636
4.0,-0.5,0.8472727272727273,1.0,0.9236363636363636
4.0,0.0,0.8472727272727273,1.0,0.9236363636363636
4.0,0.5,0.8472727272727273,1.0,0.9236363636363636
4.0,1.0,0.8472727272727273,1.0,0.9236363636363636
4.0,1.5,0.8472727272727273,1.0,0.9236363636363636
4.0,2.0,0.8472727272727273,1.0,0.9236363636363636
4.0,2.5,0.8472727272727273,1.0,0.9236363636363636
4.0,3.0,0.8472727272727273,1.0,0.9236363636363636
4.0,3.5,0.8472727272727273,1.0,0.9236363636363636
4.0,4.0,0.84,1.0,0.9199999999999999
4.0,4.5,0.8363636363636363,1.0,0.9181818181818182
4.0,5.0,0.8363636363636363,1.0,0.9181818181818182
4.5,-5.0,0.8290909090909091,1.0,0.9145454545454546
4.5,-4.5,0.8290909090909091,1.0,0.9145454545454546
4.5,-4.0,0.8290909090909091,1.0,0.9145454545454546
4.5,-3.5,0.8290909090909091,1.0,0.9145454545454546
4.5,-3.0,0.8290909090909091,1.0,0.9145454545454546
4.5,-2.5,0.8290909090909091,1.0,0.9145454545454546
4.5,-2.0,0.8290909090909091,1.0,0.9145454545454546
4.5,-1.5,0.8290909090909091,1.0,0.9145454545454546
4.5,-1.0,0.8290909090909091,1.0,0.9145454545454546
4.5,-0.5,0.8290909090909091,1.0,0.9145454545454546
4.5,0.0,0.8290909090909091,1.0,0.9145454545454546
4.5,0.5,0.8290909090909091,1.0,0.9145454545454546
4.5,1.0,0.8290909090909091,1.0,0.9145454545454546
4.5,1.5,0.8290909090909091,1.0,0.9145454545454546
4.5,2.0,0.8290909090909091,1.0,0.9145454545454546
4.5,2.5,0.8290909090909091,1.0,0.9145454545454546
4.5,3.0,0.8290909090909091,1.0,0.9145454545454546
4.5,3.5,0.8290909090909091,1.0,0.9145454545454546
4.5,4.0,0.8254545454545454,1.0,0.9127272727272727
4.5,4.5,0.8254545454545454,1.0,0.9127272727272727
4.5,5.0,0.8254545454545454,1.0,0.9127272727272727
5.0,-5.0,0.7963636363636364,1.0,0.8981818181818182
5.0,-4.5,0.7963636363636364,1.0,0.8981818181818182
5.0,-4.0,0.7963636363636364,1.0,0.8981818181818182
5.0,-3.5,0.7963636363636364,1.0,0.8981818181818182
5.0,-3.0,0.7963636363636364,1.0,0.8981818181818182
5.0,-2.5,0.7963636363636364,1.0,0.8981818181818182
5.0,-2.0,0.7963636363636364,1.0,0.8981818181818182
5.0,-1.5,0.7963636363636364,1.0,0.8981818181818182
5.0,-1.0,0.7963636363636364,1.0,0.8981818181818182
5.0,-0.5,0.7963636363636364,1.0,0.8981818181818182
5.0,0.0,0.7963636363636364,1.0,0.8981818181818182
5.0,0.5,0.7963636363636364,1.0,0.8981818181818182
5.0,1.0,0.7963636363636364,1.0,0.8981818181818182
5.0,1.5,0.7963636363636364,1.0,0.8981818181818182
5.0,2.0,0.7963636363636364,1.0,0.8981818181818182
5.0,2.5,0.7963636363636364,1.0,0.8981818181818182
5.0,3.0,0.7963636363636364,1.0,0.8981818181818182
5.0,3.5,0.7963636363636364,1.0,0.8981818181818182
5.0,4.0,0.7927272727272727,1.0,0.8963636363636364
5.0,4.5,0.7927272727272727,1.0,0.8963636363636364
5.0,5.0,0.7927272727272727,1.0,0.8963636363636364
5.5,-5.0,0.7636363636363637,1.0,0.8818181818181818
5.5,-4.5,0.7636363636363637,1.0,0.8818181818181818
5.5,-4.0,0.7636363636363637,1.0,0.8818181818181818
5.5,-3.5,0.7636363636363637,1.0,0.8818181818181818
5.5,-3.0,0.7636363636363637,1.0,0.8818181818181818
5.5,-2.5,0.7636363636363637,1.0,0.8818181818181818
5.5,-2.0,0.7636363636363637,1.0,0.8818181818181818
5.5,-1.5,0.7636363636363637,1.0,0.8818181818181818
5.5,-1.0,0.7636363636363637,1.0,0.8818181818181818
5.5,-0.5,0.7636363636363637,1.0,0.8818181818181818
5.5,0.0,0.7636363636363637,1.0,0.8818181818181818
5.5,0.5,0.7636363636363637,1.0,0.8818181818181818
5.5,1.0,0.7636363636363637,1.0,0.8818181818181818
5.5,1.5,0.7636363636363637,1.0,0.8818181818181818
5.5,2.0,0.7636363636363637,1.0,0.8818181818181818
5.5,2.5,0.7636363636363637,1.0,0.8818181818181818
5.5,3.0,0.7636363636363637,1.0,0.8818181818181818
5.5,3.5,0.7636363636363637,1.0,0.8818181818181818
5.5,4.0,0.76,1.0,0.88
5.5,4.5,0.76,1.0,0.88
5.5,5.0,0.76,1.0,0.88
6.0,-5.0,0.7418181818181818,1.0,0.8709090909090909
6.0,-4.5,0.7418181818181818,1.0,0.8709090909090909
6.0,-4.0,0.7418181818181818,1.0,0.8709090909090909
6.0,-3.5,0.7418181818181818,1.0,0.8709090909090909
6.0,-3.0,0.7418181818181818,1.0,0.8709090909090909
6.0,-2.5,0.7418181818181818,1.0,0.8709090909090909
6.0,-2.0,0.7418181818181818,1.0,0.8709090909090909
6.0,-1.5,0.7418181818181818,1.0,0.8709090909090909
6.0,-1.0,0.7418181818181818,1.0,0.8709090909090909
6.0,-0.5,0.7418181818181818,1.0,0.8709090909090909
6.0,0.0,0.7418181818181818,1.0,0.8709090909090909
6.0,0.5,0.7418181818181818,1.0,0.8709090909090909
6.0,1.0,0.7418181818181818,1.0,0.8709090909090909
6.0,1.5,0.7418181818181818,1.0,0.8709090909090909
6.0,2.0,0.7418181818181818,1.0,0.8709090909090909
6.0,2.5,0.7418181818181818,1.0,0.8709090909090909
6.0,3.0,0.7418181818181818,1.0,0.8709090909090909
6.0,3.5,0.7418181818181818,1.0,0.8709090909090909
6.0,4.0,0.7381818181818182,1.0,0.8690909090909091
6.0,4.5,0.7381818181818182,1.0,0.8690909090909091
6.0,5.0,0.7381818181818182,1.0,0.8690909090909091
6.5,-5.0,0.6836363636363636,1.0,0.8418181818181818
6.5,-4.5,0.6836363636363636,1.0,0.8418181818181818
6.5,-4.0,0.6836363636363636,1.0,0.8418181818181818
6.5,-3.5,0.6836363636363636,1.0,0.8418181818181818
6.5,-3.0,0.6836363636363636,1.0,0.8418181818181818
6.5,-2.5,0.6836363636363636,1.0,0.8418181818181818
6.5,-2.0,0.6836363636363636,1.0,0.8418181818181818
6.5,-1.5,0.6836363636363636,1.0,0.8418181818181818
6.5,-1.0,0.6836363636363636,1.0,0.8418181818181818
6.5,-0.5,0.6836363636363636,1.0,0.8418181818181818
6.5,0.0,0.6836363636363636,1.0,0.8418181818181818
6.5,0.5,0.6836363636363636,1.0,0.8418181818181818
6.5,1.0,0.6836363636363636,1.0,0.8418181818181818
6.5,1.5,0.6836363636363636,1.0,0.8418181818181818
6.5,2.0,0.6836363636363636,1.0,0.8418181818181818
6.5,2.5,0.6836363636363636,1.0,0.8418181818181818
6.5,3.0,0.6836363636363636,1.0,0.8418181818181818
6.5,3.5,0.6836363636363636,1.0,0.8418181818181818
6.5,4.0,0.68,1.0,0.8400000000000001
6.5,4.5,0.68,1.0,0.8400000000000001
6.5,5.0,0.68,1.0,0.8400000000000001
7.0,-5.0,0.6218181818181818,1.0,0.8109090909090909
7.0,-4.5,0.6218181818181818,1.0,0.8109090909090909
7.0,-4.0,0.6218181818181818,1.0,0.8109090909090909
7.0,-3.5,0.6218181818181818,1.0,0.8109090909090909
7.0,-3.0,0.6218181818181818,1.0,0.8109090909090909
7.0,-2.5,0.6218181818181818,1.0,0.8109090909090909
7.0,-2.0,0.6218181818181818,1.0,0.8109090909090909
7.0,-1.5,0.6218181818181818,1.0,0.8109090909090909
7.0,-1.0,0.6218181818181818,1.0,0.8109090909090909
7.0,-0.5,0.6218181818181818,1.0,0.8109090909090909
7.0,0.0,0.6218181818181818,1.0,0.8109090909090909
7.0,0.5,0.6218181818181818,1.0,0.8109090909090909
7.0,1.0,0.6218181818181818,1.0,0.8109090909090909
7.0,1.5,0.6218181818181818,1.0,0.8109090909090909
7.0,2.0,0.6218181818181818,1.0,0.8109090909090909
7.0,2.5,0.6218181818181818,1.0,0.8109090909090909
7.0,3.0,0.6218181818181818,1.0,0.8109090909090909
7.0,3.5,0.6218181818181818,1.0,0.8109090909090909
7.0,4.0,0.6181818181818182,1.0,0.8090909090909091
7.0,4.5,0.6181818181818182,1.0,0.8090909090909091
7.0,5.0,0.6181818181818182,1.0,0.8090909090909091
7.5,-5.0,0.5418181818181819,1.0,0.770909090909091
7.5,-4.5,0.5418181818181819,1.0,0.770909090909091
7.5,-4.0,0.5418181818181819,1.0,0.770909090909091
7.5,-3.5,0.5418181818181819,1.0,0.770909090909091
7.5,-3.0,0.5418181818181819,1.0,0.770909090909091
7.5,-2.5,0.5418181818181819,1.0,0.770909090909091
7.5,-2.0,0.5418181818181819,1.0,0.770909090909091
7.5,-1.5,0.5418181818181819,1.0,0.770909090909091
7.5,-1.0,0.5418181818181819,1.0,0.770909090909091
7.5,-0.5,0.5418181818181819,1.0,0.770909090909091
7.5,0.0,0.5418181818181819,1.0,0.770909090909091
7.5,0.5,0.5418181818181819,1.0,0.770909090909091
7.5,1.0,0.5418181818181819,1.0,0.770909090909091
7.5,1.5,0.5418181818181819,1.0,0.770909090909091
7.5,2.0,0.5418181818181819,1.0,0.770909090909091
7.5,2.5,0.5418181818181819,1.0,0.770909090909091
7.5,3.0,0.5418181818181819,1.0,0.770909090909091
7.5,3.5,0.5418181818181819,1.0,0.770909090909091
7.5,4.0,0.5418181818181819,1.0,0.770909090909091
7.5,4.5,0.5418181818181819,1.0,0.770909090909091
7.5,5.0,0.5418181818181819,1.0,0.770909090909091
8.0,-5.0,0.4254545454545455,1.0,0.7127272727272728
8.0,-4.5,0.4254545454545455,1.0,0.7127272727272728
8.0,-4.0,0.4254545454545455,1.0,0.7127272727272728
8.0,-3.5,0.4254545454545455,1.0,0.7127272727272728
8.0,-3.0,0.4254545454545455,1.0,0.7127272727272728
8.0,-2.5,0.4254545454545455,1.0,0.7127272727272728
8.0,-2.0,0.4254545454545455,1.0,0.7127272727272728
8.0,-1.5,0.4254545454545455,1.0,0.7127272727272728
8.0,-1.0,0.4254545454545455,1.0,0.7127272727272728
8.0,-0.5,0.4254545454545455,1.0,0.7127272727272728
8.0,0.0,0.4254545454545455,1.0,0.7127272727272728
8.0,0.5,0.4254545454545455,1.0,0.7127272727272728
8.0,1.0,0.4254545454545455,1.0,0.7127272727272728
8.0,1.5,0.4254545454545455,1.0,0.7127272727272728
8.0,2.0,0.4254545454545455,1.0,0.7127272727272728
8.0,2.5,0.4254545454545455,1.0,0.7127272727272728
8.0,3.0,0.4254545454545455,1.0,0.7127272727272728
8.0,3.5,0.4254545454545455,1.0,0.7127272727272728
8.0,4.0,0.4254545454545455,1.0,0.7127272727272728
8.0,4.5,0.4254545454545455,1.0,0.7127272727272728
8.0,5.0,0.4254545454545455,1.0,0.7127272727272728
8.5,-5.0,0.33090909090909093,1.0,0.6654545454545455
8.5,-4.5,0.33090909090909093,1.0,0.6654545454545455
8.5,-4.0,0.33090909090909093,1.0,0.6654545454545455
8.5,-3.5,0.33090909090909093,1.0,0.6654545454545455
8.5,-3.0,0.33090909090909093,1.0,0.6654545454545455
8.5,-2.5,0.33090909090909093,1.0,0.6654545454545455
8.5,-2.0,0.33090909090909093,1.0,0.6654545454545455
8.5,-1.5,0.33090909090909093,1.0,0.6654545454545455
8.5,-1.0,0.33090909090909093,1.0,0.6654545454545455
8.5,-0.5,0.33090909090909093,1.0,0.6654545454545455
8.5,0.0,0.33090909090909093,1.0,0.6654545454545455
8.5,0.5,0.33090909090909093,1.0,0.6654545454545455
8.5,1.0,0.33090909090909093,1.0,0.6654545454545455
8.5,1.5,0.33090909090909093,1.0,0.6654545454545455
8.5,2.0,0.33090909090909093,1.0,0.6654545454545455
8.5,2.5,0.33090909090909093,1.0,0.6654545454545455
8.5,3.0,0.33090909090909093,1.0,0.6654545454545455
8.5,3.5,0.33090909090909093,1.0,0.6654545454545455
8.5,4.0,0.33090909090909093,1.0,0.6654545454545455
8.5,4.5,0.33090909090909093,1.0,0.6654545454545455
8.5,5.0,0.33090909090909093,1.0,0.6654545454545455
9.0,-5.0,0.22181818181818183,1.0,0.610909090909091
9.0,-4.5,0.22181818181818183,1.0,0.610909090909091
9.0,-4.0,0.22181818181818183,1.0,0.610909090909091
9.0,-3.5,0.22181818181818183,1.0,0.610909090909091
9.0,-3.0,0.22181818181818183,1.0,0.610909090909091
9.0,-2.5,0.22181818181818183,1.0,0.610909090909091
9.0,-2.0,0.22181818181818183,1.0,0.610909090909091
9.0,-1.5,0.22181818181818183,1.0,0.610909090909091
9.0,-1.0,0.22181818181818183,1.0,0.610909090909091
9.0,-0.5,0.22181818181818183,1.0,0.610909090909091
9.0,0.0,0.22181818181818183,1.0,0.610909090909091
9.0,0.5,0.22181818181818183,1.0,0.610909090909091
9.0,1.0,0.22181818181818183,1.0,0.610909090909091
9.0,1.5,0.22181818181818183,1.0,0.610909090909091
9.0,2.0,0.22181818181818183,1.0,0.610909090909091
9.0,2.5,0.22181818181818183,1.0,0.610909090909091
9.0,3.0,0.22181818181818183,1.0,0.610909090909091
9.0,3.5,0.22181818181818183,1.0,0.610909090909091
9.0,4.0,0.22181818181818183,1.0,0.610909090909091
9.0,4.5,0.22181818181818183,1.0,0.610909090909091
9.0,5.0,0.22181818181818183,1.0,0.610909090909091
9.5,-5.0,0.10181818181818182,1.0,0.5509090909090909
9.5,-4.5,0.10181818181818182,1.0,0.5509090909090909
9.5,-4.0,0.10181818181818182,1.0,0.5509090909090909
9.5,-3.5,0.10181818181818182,1.0,0.5509090909090909
9.5,-3.0,0.10181818181818182,1.0,0.5509090909090909
9.5,-2.5,0.10181818181818182,1.0,0.5509090909090909
9.5,-2.0,0.10181818181818182,1.0,0.5509090909090909
9.5,-1.5,0.10181818181818182,1.0,0.5509090909090909
9.5,-1.0,0.10181818181818182,1.0,0.5509090909090909
9.5,-0.5,0.10181818181818182,1.0,0.5509090909090909
9.5,0.0,0.10181818181818182,1.0,0.5509090909090909
9.5,0.5,0.10181818181818182,1.0,0.5509090909090909
9.5,1.0,0.10181818181818182,1.0,0.5509090909090909
9.5,1.5,0.10181818181818182,1.0,0.5509090909090909
9.5,2.0,0.10181818181818182,1.0,0.5509090909090909
9.5,2.5,0.10181818181818182,1.0,0.5509090909090909
9.5,3.0,0.10181818181818182,1.0,0.5509090909090909
9.5,3.5,0.10181818181818182,1.0,0.5509090909090909
9.5,4.0,0.10181818181818182,1.0,0.5509090909090909
9.5,4.5,0.10181818181818182,1.0,0.5509090909090909
9.5,5.0,0.10181818181818182,1.0,0.5509090909090909
10.0,-5.0,0.04727272727272727,1.0,0.5236363636363637
10.0,-4.5,0.04727272727272727,1.0,0.5236363636363637
10.0,-4.0,0.04727272727272727,1.0,0.5236363636363637
10.0,-3.5,0.04727272727272727,1.0,0.5236363636363637
10.0,-3.0,0.04727272727272727,1.0,0.5236363636363637
10.0,-2.5,0.04727272727272727,1.0,0.5236363636363637
10.0,-2.0,0.04727272727272727,1.0,0.5236363636363637
10.0,-1.5,0.04727272727272727,1.0,0.5236363636363637
10.0,-1.0,0.04727272727272727,1.0,0.5236363636363637
10.0,-0.5,0.04727272727272727,1.0,0.5236363636363637
10.0,0.0,0.04727272727272727,1.0,0.5236363636363637
10.0,0.5,0.04727272727272727,1.0,0.5236363636363637
10.0,1.0,0.04727272727272727,1.0,0.5236363636363637
10.0,1.5,0.04727272727272727,1.0,0.5236363636363637
10.0,2.0,0.04727272727272727,1.0,0.5236363636363637
10.0,2.5,0.04727272727272727,1.0,0.5236363636363637
10.0,3.0,0.04727272727272727,1.0,0.5236363636363637
10.0,3.5,0.04727272727272727,1.0,0.5236363636363637
10.0,4.0,0.04727272727272727,1.0,0.5236363636363637
10.0,4.5,0.04727272727272727,1.0,0.5236363636363637
10.0,5.0,0.04727272727272727,1.0,0.5236363636363637
