tau_s,tau_m,answerable_retention,unanswerable_refusal,balanced_abstention_accuracy
-9.5,3.0,0.9963636363636363,0.7,0.8481818181818181
-9.5,3.5,0.9890909090909091,0.7,0.8445454545454545
-9.5,4.0,0.9818181818181818,0.7,0.8409090909090908
-9.5,4.5,0.9745454545454545,0.8333333333333334,0.9039393939393939
-9.5,5.0,0.9636363636363636,0.8666666666666667,0.9151515151515152
-9.0,-5.0,1.0,0.33333333333333337,0.6666666666666667
-9.0,-4.5,1.0,0.33333333333333337,0.6666666666666667
-9.0,-4.0,1.0,0.33333333333333337,0.6666666666666667
-9.0,-3.5,1.0,0.33333333333333337,0.6666666666666667
-9.0,-3.0,1.0,0.33333333333333337,0.6666666666666667
-9.0,-2.5,1.0,0.33333333333333337,0.6666666666666667
-9.0,-2.0,1.0,0.33333333333333337,0.6666666666666667
-9.0,-1.5,1.0,0.33333333333333337,0.6666666666666667
-9.0,-1.0,1.0,0.33333333333333337,0.6666666666666667
-9.0,-0.5,1.0,0.33333333333333337,0.6666666666666667
-9.0,0.0,1.0,0.33333333333333337,0.6666666666666667
-9.0,0.5,1.0,0.33333333333333337,0.6666666666666667
-9.0,1.0,0.9963636363636363,0.4,0.6981818181818182
-9.0,1.5,0.9963636363636363,0.43333333333333335,0.7148484848484848
-9.0,2.0,0.9963636363636363,0.5333333333333333,0.7648484848484849
-9.0,2.5,0.9963636363636363,0.6333333333333333,0.8148484848484848
-9.0,3.0,0.9963636363636363,0.7,0.8481818181818181
-9.0,3.5,0.9890909090909091,0.7,0.8445454545454545
-9.0,4.0,0.9818181818181818,0.7,0.8409090909090908
-9.0,4.5,0.9745454545454545,0.8333333333333334,0.9039393939393939
-9.0,5.0,0.9636363636363636,0.8666666666666667,0.9151515151515152
-8.5,-5.0,1.0,0.3666666666666667,0.6833333333333333
-8.5,-4.5,1.0,0.3666666666666667,0.6833333333333333
-8.5,-4.0,1.0,0.3666666666666667,0.6833333333333333
-8.5,-3.5,1.0,0.3666666666666667,0.6833333333333333
-8.5,-3.0,1.0,0.3666666666666667,0.6833333333333333
-8.5,-2.5,1.0,0.3666666666666667,0.6833333333333333
-8.5,-2.0,1.0,0.3666666666666667,0.6833333333333333
-8.5,-1.5,1.0,0.3666666666666667,0.6833333333333333
-8.5,-1.0,1.0,0.3666666666666667,0.6833333333333333
-8.5,-0.5,1.0,0.3666666666666667,0.6833333333333333
-8.5,0.0,1.0,0.3666666666666667,0.6833333333333333
-8.5,0.5,1.0,0.3666666666666667,0.6833333333333333
-8.5,1.0,0.9963636363636363,0.43333333333333335,0.7148484848484848
-8.5,1.5,0.9963636363636363,0.4666666666666667,0.7315151515151515
-8.5,2.0,0.9963636363636363,0.5666666666666667,0.7815151515151515
-8.5,2.5,0.9963636363636363,0.6333333333333333,0.8148484848484848
-8.5,3.0,0.9963636363636363,0.7,0.8481818181818181
-8.5,3.5,0.9890909090909091,0.7,0.8445454545454545
-8.5,4.0,0.9818181818181818,0.7,0.8409090909090908
-8.5,4.5,0.9745454545454545,0.8333333333333334,0.9039393939393939
-8.5,5.0,0.9636363636363636,0.8666666666666667,0.9151515151515152
-8.0,-5.0,1.0,0.4,0.7
-8.0,-4.5,1.0,0.4,0.7
-8.0,-4.0,1.0,0.4,0.7
-8.0,-3.5,1.0,0.4,0.7
-8.0,-3.0,1.0,0.4,0.7
-8.0,-2.5,1.0,0.4,0.7
-8.0,-2.0,1.0,0.4,0.7
-8.0,-1.5,1.0,0.4,0.7
-8.0,-1.0,1.0,0.4,0.7
-8.0,-0.5,1.0,0.4,0.7
-8.0,0.0,1.0,0.4,0.7
-8.0,0.5,1.0,0.4,0.7
-8.0,1.0,0.9963636363636363,0.43333333333333335,0.7148484848484848
-8.0,1.5,0.9963636363636363,0.4666666666666667,0.7315151515151515
-8.0,2.0,0.9963636363636363,0.5666666666666667,0.7815151515151515
-8.0,2.5,0.9963636363636363,0.6333333333333333,0.8148484848484848
-8.0,3.0,0.9963636363636363,0.7,0.8481818181818181
-8.0,3.5,0.9890909090909091,0.7,0.8445454545454545
